診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,808,232，704点
初診,保険,夜間・早朝等加算（初診）,50点,80,4，000点
初診,保険,時間外加算（初診）,85点,12,1，020点
再診,保険,乳幼児加算（再診）,38点,2,76点
再診,保険,乳幼児感染予防策加算（再診料・外来診療料・診療報酬上臨時的取扱）,50点,2,100点
再診,保険,再診料,73点,549,40，077点
再診,保険,外来管理加算,52点,236,12，272点
再診,保険,夜間・早朝等加算（再診）,50点,55,2，750点
再診,保険,明細書発行体制等加算,1点,549,549点
再診,保険,時間外加算（再診）（入院外）,65点,2,130点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,12,780点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,16,1，360点
医学管理,保険,乳幼児感染予防策加算（小児科外来診療料等・診療報酬上臨時的取扱）,50点,479,23，950点
医学管理,自費,乳幼児感染予防策加算（小児科外来診療料等・診療報酬上臨時的取扱）,50点,1,50点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,3,255点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,1,250点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,133,10，640点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,219,88，914点
医学管理,自費,小児科外来診療料（処方箋を交付）再診時,406点,1,406点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,260,155，740点
医学管理,保険,特定疾患療養管理料（診療所）,225点,2,450点
医学管理,保険,診療情報提供料（１）,250点,10,2，500点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,1,300点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,10,4，200点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,2,500点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,2,200点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,2,2，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,519,3，633点
投薬,保険,一般名処方加算２（処方箋料）,5点,239,1，195点
投薬,保険,処方箋料（その他）,68点,1087,73，916点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,7,126点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,2,132点
注射,保険,点滴注射（その他）（入院外）,49点,2,98点
注射,保険,皮内、皮下及び筋肉内注射,20点,1,20点
処置,保険,ネブライザー,12点,4,48点
処置,保険,副鼻腔自然口開大処置,25点,730,18，250点
処置,保険,創傷処置（１００ｃｍ２未満）,52点,1,52点
処置,保険,口腔、咽頭処置,14点,8,112点
処置,保険,扁桃処置,40点,1,40点
処置,保険,耳処置,25点,264,6，600点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,11,1，980点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,14,1，400点
処置,保険,耳管処置１（片）,36点,12,432点
処置,保険,血腫穿刺,80点,1,80点
処置,保険,超音波ネブライザー,24点,322,7，728点
処置,保険,鼓室処置（片）,55点,8,440点
処置,保険,鼻処置,14点,756,10，584点
手術,保険,イオントフォレーゼ加算,45点,2,90点
手術,保険,咽頭異物摘出術（簡単）,500点,2,1，000点
手術,保険,外耳道異物除去術（単純）,260点,2,520点
手術,保険,鼓膜切開術,830点,2,1，660点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,4,4，320点
検査,保険,γ－ＧＴ,11点,5,55点
検査,保険,インフルエンザウイルス抗原定性,139点,2,278点
検査,保険,カリウム,11点,5,55点
検査,保険,クレアチニン,11点,5,55点
検査,保険,グルコース,11点,3,33点
検査,保険,チンパノメトリー,340点,25,8，500点
検査,保険,ナトリウム及びクロール,11点,5,55点
検査,保険,パワー・ベクトル分析加算,200点,34,6，800点
検査,保険,ビタミンＢ１２,144点,1,144点
検査,保険,免疫学的検査判断料,144点,35,5，040点
検査,保険,平衡機能検査（標準検査）,20点,51,1，020点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,38,11，400点
検査,保険,微生物学的検査判断料,150点,13,1，950点
検査,保険,抗ＳＳ－Ａ／Ｒｏ抗体定量,163点,2,326点
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,161点,2,322点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,3,45点
検査,保険,検査逓減,-10％,5,-300点
検査,保険,標準純音聴力検査,350点,148,51，800点
検査,保険,特異的ＩｇＥ半定量・定量,110点,898,35，860点
検査,保険,生化学的検査（１）判断料,144点,6,864点
検査,保険,簡易聴力検査（気導純音聴力）,110点,27,2，970点
検査,保険,細菌培養同定検査（その他）,160点,11,1，760点
検査,保険,細菌培養同定検査（気道）,160点,1,160点
検査,保険,細菌薬剤感受性検査（１菌種）,170点,8,1，360点
検査,保険,細菌薬剤感受性検査（２菌種）,220点,3,660点
検査,保険,細菌薬剤感受性検査（３菌種以上）,280点,1,280点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,3,2，160点
検査,保険,耳鳴検査,400点,31,12，400点
検査,保険,脳波検査判断料２,180点,3,540点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,8,2，800点
検査,保険,重心動揺計,250点,34,8，500点
検査,保険,静脈性嗅覚検査,45点,5,225点
検査,保険,非特異的ＩｇＥ定量,100点,22,2，200点
検査,保険,鼻腔・咽頭拭い液採取,5点,3,15点
検査,保険,ＡＬＰ,11点,3,33点
検査,保険,ＡＬＴ,17点,5,85点
検査,保険,ＡＳＴ,17点,5,85点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,3,33点
検査,保険,Ａｍｙ,11点,5,55点
検査,保険,Ｂ－Ｃ,6点,5,30点
検査,保険,Ｂ－Ｖ,35点,28,980点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,5,55点
検査,保険,ＣＨ５０,38点,2,76点
検査,保険,ＣＲＰ,16点,3,48点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,53,31，800点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,47,28，200点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨＢｃ抗体半定量・定量,137点,1,137点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,3,33点
検査,保険,ＲＦ定量,30点,2,60点
検査,保険,Ｓ－Ｍ,61点,12,732点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出,600点,2,1，200点
検査,保険,ＴＰ,11点,5,55点
検査,保険,ＵＡ,11点,3,33点
検査,保険,Ｚｎ,140点,1,140点
画像,保険,コンピューター断層診断,450点,14,6，300点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,14,1，680点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,14,7，840点
保険外費用,自費,インフル3100円,3，100円,11,34，100円
保険外費用,自費,クーポン3000円,3，000円,202,606，000円
保険外費用,自費,クーポンペンレス3500円,3，500円,1,3，500円
保険外費用,保険,メディア代200円,200円,1,200円
保険外費用,自費,会計0円,0円,3,0円
保険外費用,自費,小児インフル2800円,2，800円,4,11，200円
保険外費用,自費,小児クーポン2700円,2，700円,239,645，300円
保険外費用,自費,小児クーポンペンレス3200円,3，200円,9,28，800円
保険外費用,自費,職員家族２５００円,2，500円,6,15，000円
保険外費用,保険,診察券代100円,100円,2,200円
保険外費用,自費,診察券代100円,100円,1,100円
保険外費用,保険,診断書（普通）1000円,1，000円,2,2，000円
合計,合　計,点数合計,,,964，587点
,,金額合計,,,1，346，400円
